id,question,growth_percent,relative_volume,axis,axis_label,cluster,is_question,keyword_id,source,last_seen_at,updated_at
00e06ce9-2dd3-4071-a3a6-103471eafbf2,"intolerância a lactose tratamento caseiro",0,10,alimentacao,Alimentação,"intolerância à lactose",t,,autocomplete,"2026-09-07 12:20:16.006124+00","2026-09-07 12:20:16.006124+00"
00ef6d2b-1efe-4b76-a36a-f08be553eb0e,"incontinência urinária sintomas",0,10,menopausa,Menopausa,"incontinência urinária",t,,autocomplete,"2026-09-07 12:21:26.339969+00","2026-09-07 12:21:26.339969+00"
01244a88-1eba-43e7-83b0-d1d4b6b0ec19,"avc sintomas iniciais",0,10,emergentes,Emergentes,avc,t,,autocomplete,"2026-09-07 12:24:10.472244+00","2026-09-07 12:24:10.472244+00"
0145f234-9d0a-4e78-a35d-9a889dbeb51e,"tratamento para doenças cardiovasculares",0,20,emergentes,Emergentes,"doenças cardiovasculares",t,,autocomplete,"2026-09-07 12:22:36.685616+00","2026-09-07 12:22:36.685616+00"
01478063-1c31-4db2-a166-2e215cb626c8,"lúpus sintomas tem cura",0,10,emergentes,Emergentes,lúpus,t,,autocomplete,"2026-09-07 12:19:34.949963+00","2026-09-07 12:19:34.949963+00"
014c7c5f-ab5c-4997-87b8-6b5bd1596add,"doença celíaca sintomas em bebe",0,10,alimentacao,Alimentação,"doença celíaca",t,,autocomplete,"2026-09-07 12:20:10.153463+00","2026-09-07 12:20:10.153463+00"
015beb2c-56d5-4013-bb77-fbcae72e8916,"causas de doença do refluxo gastroesofágico",0,10,alimentacao,Alimentação,"refluxo gastroesofágico",t,,autocomplete,"2026-09-07 12:25:26.851744+00","2026-09-07 12:25:26.851744+00"
01612d5b-194c-4c9d-851d-d60b1c9c3da3,"estresse causas e sintomas",0,10,saude-mental,"Saúde Mental",stress,t,,autocomplete,"2026-09-07 12:18:59.931967+00","2026-09-07 12:18:59.931967+00"
0165223f-d74f-4772-9654-019d49ded16a,"como prevenir avc",0,10,emergentes,Emergentes,avc,t,,autocomplete,"2026-09-07 12:24:10.472244+00","2026-09-07 12:24:10.472244+00"
01740982-fccd-45b7-a452-f87c1e840784,"o que é jejum intermitente bíblico",0,55,alimentacao,Alimentação,"jejum intermitente",t,,autocomplete,"2026-06-29 11:37:26.736514+00","2026-06-29 11:37:26.736514+00"
0175f975-a75b-4fa3-a20b-68c30c953b91,"incontinencia urinaria cachorro causas",0,10,menopausa,Menopausa,"incontinência urinária",t,,autocomplete,"2026-09-07 12:21:26.339969+00","2026-09-07 12:21:26.339969+00"
01985e78-08b6-43d4-9804-2ce203443379,"vírus nipah tratamento",0,10,emergentes,Emergentes,"vírus nipah",t,,autocomplete,"2026-09-07 12:18:01.342507+00","2026-09-07 12:18:01.342507+00"
01a74d40-1a28-4dfd-9d0d-ef09c480ce0d,"sindrome de burnout causas sintomas e tratamento",0,10,saude-mental,"Saúde Mental",burnout,t,,autocomplete,"2026-09-07 12:22:13.222797+00","2026-09-07 12:22:13.222797+00"
01aef1b5-8a2d-4a13-8937-a649d0a883e8,"o que é incontinência urinária em gatos",0,10,menopausa,Menopausa,"incontinência urinária",t,,autocomplete,"2026-09-07 12:21:26.339969+00","2026-09-07 12:21:26.339969+00"
01ff7223-d1e3-476c-8bcb-f9a7d19c808a,"tratamento para colesterol total alto",0,10,alimentacao,Alimentação,"colesterol alto",t,,autocomplete,"2026-09-07 12:25:50.322258+00","2026-09-07 12:25:50.322258+00"
02079afd-91df-427c-b129-b46c96ad484c,"osteoporose sintomas iniciais",0,10,menopausa,Menopausa,osteoporose,t,,autocomplete,"2026-09-07 12:20:57.144242+00","2026-09-07 12:20:57.144242+00"
0210072d-e15b-42d9-b358-0183dbbeb412,"sindrome do intestino irritavel sintomas tratamento",0,10,alimentacao,Alimentação,"síndrome de intestino irritável",t,,autocomplete,"2026-05-04 09:07:38.529464+00","2026-05-04 09:07:38.529464+00"
02223078-8406-435b-bd4e-4afab01a18ca,"tratamento para alzheimer canino",0,10,saude-mental,"Saúde Mental",alzheimer,t,,autocomplete,"2026-09-07 12:22:42.528587+00","2026-09-07 12:22:42.528587+00"
02243381-183b-4779-83ec-cb226990d95a,"o que é pré diabetes sintomas",0,15,alimentacao,Alimentação,pré-diabetes,t,,autocomplete,"2026-09-07 12:23:35.243719+00","2026-09-07 12:23:35.243719+00"
0234f9c8-f1c5-4f28-b5ad-4386c363f3dd,"causas de burnout",0,10,saude-mental,"Saúde Mental",burnout,t,,autocomplete,"2026-09-07 12:22:13.222797+00","2026-09-07 12:22:13.222797+00"
023b0dfe-4fe0-470a-9c2f-bb7c73fe3ccb,"novo virus nipah tratamento",0,10,emergentes,Emergentes,"vírus nipah",t,,autocomplete,"2026-06-29 11:31:56.527672+00","2026-06-29 11:31:56.527672+00"
023b2c49-2804-416c-aa7e-e7fd6ce0ab42,"sepsis bacteriana causas",0,10,emergentes,Emergentes,sepsis,t,,autocomplete,"2026-06-29 11:32:31.304184+00","2026-06-29 11:32:31.304184+00"
0243f54e-86f3-4e3f-b8b3-0b264cc14aac,"sintomas de endometriose na menopausa",0,75,menopausa,Menopausa,endometriose,t,,autocomplete,"2026-09-07 12:19:29.176163+00","2026-09-07 12:19:29.176163+00"
024da9f7-f319-434a-8255-698c7027027e,"doenças cardiovasculares causas sintomas e tratamento",0,10,emergentes,Emergentes,"doenças cardiovasculares",t,,autocomplete,"2026-06-15 12:52:58.725153+00","2026-06-15 12:52:58.725153+00"
026cd8ed-028d-4f56-bc1b-d667321e4e7b,"como tratar incontinência urinária em cadelas",0,10,menopausa,Menopausa,"incontinência urinária",t,,autocomplete,"2026-09-07 12:21:26.339969+00","2026-09-07 12:21:26.339969+00"
028289ac-78ed-4e2e-8b99-79f95a989d05,"o que é alergias alimentares",0,80,alimentacao,Alimentação,"alergias alimentares",t,,autocomplete,"2026-09-07 12:24:39.756517+00","2026-09-07 12:24:39.756517+00"
0289e490-03ab-459f-909f-39be0d4dfd8a,"como tratar colesterol alto em criança",0,45,alimentacao,Alimentação,"colesterol alto",t,,autocomplete,"2026-09-07 12:25:50.322258+00","2026-09-07 12:25:50.322258+00"
028f8f20-72c3-4b22-b4c8-620128828165,"como prevenir ansiedade",0,10,saude-mental,"Saúde Mental",ansiedade,t,,autocomplete,"2026-09-07 12:18:54.152943+00","2026-09-07 12:18:54.152943+00"
02934f8f-ca31-436a-bf4a-dc4ccbe22191,"é normal ter suores noturnos",0,20,menopausa,Menopausa,"suores noturnos",t,,autocomplete,"2026-09-07 12:21:02.930604+00","2026-09-07 12:21:02.930604+00"
02943f8d-3c1b-4eed-b486-7e060c1c2ad6,"tratamento alcoolismo naltrexona",0,10,saude-mental,"Saúde Mental",alcoolismo,t,,autocomplete,"2026-09-07 12:19:05.790596+00","2026-09-07 12:19:05.790596+00"
029efa4f-cc63-4dbf-afa0-aaf2f6a93540,"tratamento para engravidar na menopausa precoce",0,10,menopausa,Menopausa,"menopausa precoce",t,,autocomplete,"2026-09-07 12:18:13.10232+00","2026-09-07 12:18:13.10232+00"
02a74472-61b9-4634-9daf-6f71d8a18ee1,"o que é lúpus eritematoso sistêmico",0,10,emergentes,Emergentes,lúpus,t,,autocomplete,"2026-09-07 12:19:34.949963+00","2026-09-07 12:19:34.949963+00"
02aacbfc-c1d7-4f03-aa1d-f1bc121b53cf,"causas endometriose intestinal",0,10,menopausa,Menopausa,endometriose,t,,autocomplete,"2026-09-07 12:19:29.176163+00","2026-09-07 12:19:29.176163+00"
02c8c383-b7ca-4d41-9556-4e550d8e392b,"alcoolismo causas e consequencias",0,10,saude-mental,"Saúde Mental",alcoolismo,t,,autocomplete,"2026-09-07 12:19:05.790596+00","2026-09-07 12:19:05.790596+00"
02e82a5c-4986-4f0b-823e-76dc993f055b,"sintomas de diabetes tipo 2 em adultos",0,90,alimentacao,Alimentação,"diabetes tipo 2",t,,autocomplete,"2026-09-07 12:18:48.293641+00","2026-09-07 12:18:48.293641+00"
03025727-8591-4718-a764-79916c4ab17e,"causas de colesterol total alto",0,10,alimentacao,Alimentação,"colesterol alto",t,,autocomplete,"2026-06-29 11:39:40.120021+00","2026-06-29 11:39:40.120021+00"
030cf72b-d16a-4551-bc23-2c9eb68a6803,"tratamento para candidíase recorrente",0,10,menopausa,Menopausa,candidíase,t,,autocomplete,"2026-09-07 12:19:23.383736+00","2026-09-07 12:19:23.383736+00"
0315441f-9cf4-422e-8846-8f5a5bbd7694,"stress tratamento",0,10,saude-mental,"Saúde Mental",stress,t,,autocomplete,"2026-08-31 13:28:51.823255+00","2026-08-31 13:28:51.823255+00"
031db14b-7948-43b8-bb3c-cc8f52ed85a2,"como tratar enxaqueca hormonal",0,10,saude-mental,"Saúde Mental",enxaqueca,t,,autocomplete,"2026-08-10 08:21:28.127867+00","2026-08-10 08:21:28.127867+00"
0324bc82-53a2-49ff-83de-5f5452e92c8e,"sintomas de incontinência urinária feminina",0,95,menopausa,Menopausa,"incontinência urinária",t,,autocomplete,"2026-09-07 12:21:26.339969+00","2026-09-07 12:21:26.339969+00"
034b13bc-1d0a-4c30-b4a1-d7f3a63156d4,"o que é solidão melancólica",0,55,saude-mental,"Saúde Mental",solidão,t,,autocomplete,"2026-09-07 12:23:58.725104+00","2026-09-07 12:23:58.725104+00"
034cc0ef-f0bd-4c43-b295-74d16c504e79,"tratamento para avc em caes",0,10,emergentes,Emergentes,avc,t,,autocomplete,"2026-06-29 11:36:05.74521+00","2026-06-29 11:36:05.74521+00"
036c443c-1772-48a2-b9e9-adb5eaeeca54,"o que é ptsd em português",0,40,saude-mental,"Saúde Mental",PTSD,t,,autocomplete,"2026-09-07 12:20:04.220032+00","2026-09-07 12:20:04.220032+00"
037c9180-4d70-4bcc-a247-e320b70f9448,"sindrome ovario poliquistico causas",0,15,menopausa,Menopausa,"síndrome do ovário poliquístico",t,,autocomplete,"2026-09-07 12:25:15.014102+00","2026-09-07 12:25:15.014102+00"
037fd57f-8b90-40bc-84a0-85104f2533cd,"demência causas e sintomas",0,10,saude-mental,"Saúde Mental",demência,t,,autocomplete,"2026-09-07 12:23:52.872707+00","2026-09-07 12:23:52.872707+00"
03b7c63f-3798-4573-9859-9c30f8694484,"quais sao as causas de cancro da mama",0,10,menopausa,Menopausa,"cancro da mama",t,,autocomplete,"2026-09-07 12:20:39.406502+00","2026-09-07 12:20:39.406502+00"
03b9c546-7e0e-4dc3-832c-789afd1b718b,"o que é tdah quais os principais sintomas em adultos",0,10,saude-mental,"Saúde Mental","TDAH adulto",t,,autocomplete,"2026-09-07 12:23:05.881262+00","2026-09-07 12:23:05.881262+00"
03bef13d-80c0-40d4-8eb6-c07cb226bd8c,"sintomas de incontinência urinária em gatos",0,55,menopausa,Menopausa,"incontinência urinária",t,,autocomplete,"2026-04-06 08:22:23.761059+00","2026-04-06 08:22:23.761059+00"
03e82749-c404-460c-af56-7fd8ef0e93cc,"tratamento medicamentoso para colesterol alto",0,10,alimentacao,Alimentação,"colesterol alto",t,,autocomplete,"2026-05-18 10:41:41.861577+00","2026-05-18 10:41:41.861577+00"
03fd3d53-1845-4437-b66a-1a8556fd4841,"sintomas de solidão profunda",0,95,saude-mental,"Saúde Mental",solidão,t,,autocomplete,"2026-09-07 12:23:58.725104+00","2026-09-07 12:23:58.725104+00"
041d3b6b-4679-4ca3-bcfb-37d3c511774d,"depressão sintomas cid",0,10,saude-mental,"Saúde Mental",depressão,t,,autocomplete,"2026-08-17 07:24:34.681747+00","2026-08-17 07:24:34.681747+00"
042ba1f1-434c-4879-b136-44b35d936c77,"o que é demência vascular",0,10,saude-mental,"Saúde Mental",demência,t,,autocomplete,"2026-09-07 12:23:52.872707+00","2026-09-07 12:23:52.872707+00"
0492f500-38db-4e31-94a8-1363959ee9e1,"sepse sintomas como tratar",0,10,emergentes,Emergentes,sepsis,t,,autocomplete,"2026-04-20 08:44:31.514208+00","2026-04-20 08:44:31.514208+00"
04b249c2-68b6-4e87-bbca-a2c7b9de1baf,"como tratar incontinência urinária na menopausa",0,10,menopausa,Menopausa,"incontinência urinária",t,,autocomplete,"2026-06-29 11:33:34.972843+00","2026-06-29 11:33:34.972843+00"
04bf989c-cb0f-483c-a41f-bf638b38c6fa,"sintomas de burnout grave",0,55,saude-mental,"Saúde Mental",burnout,t,,autocomplete,"2026-06-29 11:36:11.488446+00","2026-06-29 11:36:11.488446+00"
04cebba2-6f4c-4b9f-86ec-573892cdc569,"endometriose tratamento com anticoncepcional",0,10,menopausa,Menopausa,endometriose,t,,autocomplete,"2026-08-10 08:20:29.21087+00","2026-08-10 08:20:29.21087+00"
04d0d40e-65fe-4a81-8495-52941d779aca,"estresse causas sintomas e tratamento",0,10,saude-mental,"Saúde Mental",stress,t,,autocomplete,"2026-09-07 12:18:59.931967+00","2026-09-07 12:18:59.931967+00"
04f8b000-358d-4bf5-b19b-cc7ac658d589,"incontinencia urinaria causas mujeres",0,10,menopausa,Menopausa,"incontinência urinária",t,,autocomplete,"2026-03-30 08:17:35.146647+00","2026-03-30 08:17:35.146647+00"
050fccad-3d65-4937-bcf4-3e560235a7b9,"sintomas panico social",0,10,saude-mental,"Saúde Mental",pânico,t,,autocomplete,"2026-09-07 12:20:45.330042+00","2026-09-07 12:20:45.330042+00"
0518f009-d638-4bce-822a-c1fec0f628b7,"sintomas de doença celíaca na pele",0,70,alimentacao,Alimentação,"doença celíaca",t,,autocomplete,"2026-09-07 12:20:10.153463+00","2026-09-07 12:20:10.153463+00"
052ad037-8dc4-4863-86cb-38d101259655,"sintomas de cancro da mama imagem",0,70,menopausa,Menopausa,"cancro da mama",t,,autocomplete,"2026-09-07 12:20:39.406502+00","2026-09-07 12:20:39.406502+00"
0576ee53-50b3-48b0-9b99-c270abf76f93,"causas e fatores primários de estresse no trabalho",0,10,saude-mental,"Saúde Mental",stress,t,,autocomplete,"2026-06-15 12:50:38.373663+00","2026-06-15 12:50:38.373663+00"
0584a5fb-d6de-49ff-80d6-2d8f7610015e,"demencia sintomas motores",0,10,saude-mental,"Saúde Mental",demência,t,,autocomplete,"2026-03-30 08:19:22.975025+00","2026-03-30 08:19:22.975025+00"
05a4863b-40bc-4539-b3c2-16fd538c2750,"como tratar alcoolismo em idosos",0,35,saude-mental,"Saúde Mental",alcoolismo,t,,autocomplete,"2026-09-07 12:19:05.790596+00","2026-09-07 12:19:05.790596+00"
05bc1814-51ba-4b4b-b466-46d758a80a56,"menopausa precoce sintomas",0,10,menopausa,Menopausa,"menopausa precoce",t,,autocomplete,"2026-09-07 12:18:13.10232+00","2026-09-07 12:18:13.10232+00"
05c4f2b0-ca15-4644-ae0f-623053935739,"tratamento medicamentoso para diabetes tipo 2",0,10,alimentacao,Alimentação,"diabetes tipo 2",t,,autocomplete,"2026-09-07 12:18:48.293641+00","2026-09-07 12:18:48.293641+00"
05c5c71d-92b3-4a33-9ef8-85f983e31ffe,"menopausa masculina quais são os sintomas",0,70,menopausa,Menopausa,"menopausa masculina",t,,autocomplete,"2026-04-06 08:18:27.655684+00","2026-04-06 08:18:27.655684+00"
05c5fcc1-85cd-4b1b-9e73-b44bfe640065,"depressão causas e tratamento aaron beck",0,10,saude-mental,"Saúde Mental",depressão,t,,autocomplete,"2026-08-31 13:32:52.265057+00","2026-08-31 13:32:52.265057+00"
05d1083c-ff2a-4325-93f6-9cdf6ea60487,"o que é considerado obesidade infantil",0,55,alimentacao,Alimentação,"obesidade infantil",t,,autocomplete,"2026-06-29 11:33:11.853244+00","2026-06-29 11:33:11.853244+00"
05e72099-d3cf-4ca8-bd22-b3e5fabf0353,"causas de colesterol alto",0,10,alimentacao,Alimentação,"colesterol alto",t,,autocomplete,"2026-09-07 12:25:50.322258+00","2026-09-07 12:25:50.322258+00"
05e9bdcd-e1f6-452d-8a53-1e7a9ce492fc,"sinais e sintomas de doenças cardiovasculares",0,85,emergentes,Emergentes,"doenças cardiovasculares",t,,autocomplete,"2026-09-07 12:22:36.685616+00","2026-09-07 12:22:36.685616+00"
060b3fd4-6bd5-4ca4-8261-09e804542bd6,"anorexia nervosa sintomas e impactos",0,10,saude-mental,"Saúde Mental","anorexia nervosa",t,,autocomplete,"2026-09-07 12:25:32.693737+00","2026-09-07 12:25:32.693737+00"
062a875f-3ef6-4ee1-9dbf-012891e683cc,"o que causa alergias alimentares",0,75,alimentacao,Alimentação,"alergias alimentares",t,,autocomplete,"2026-09-07 12:24:39.756517+00","2026-09-07 12:24:39.756517+00"
062ccb70-9f02-454a-af57-1680fea1f126,"o que é alcoolismo grave",0,10,saude-mental,"Saúde Mental",alcoolismo,t,,autocomplete,"2026-08-17 07:20:41.470961+00","2026-08-17 07:20:41.470961+00"
062dcd39-5714-44fa-affa-8f478838907e,"o que é dieta cetogênica e como funciona",0,75,alimentacao,Alimentação,"dieta cetogénica",t,,autocomplete,"2026-09-07 12:18:42.422335+00","2026-09-07 12:18:42.422335+00"
063233b5-2d60-45ca-912d-a1bd4f9dcff5,"intolerância à lactose sintomas dor de cabeça",0,10,alimentacao,Alimentação,"intolerância à lactose",t,,autocomplete,"2026-09-07 12:20:16.006124+00","2026-09-07 12:20:16.006124+00"
064679d5-8e57-449d-bb0d-479c7fb433c7,"sintomas de síndrome do intestino irritável causas",0,60,alimentacao,Alimentação,"síndrome de intestino irritável",t,,autocomplete,"2026-08-10 08:24:48.423088+00","2026-08-10 08:24:48.423088+00"
06503747-63fc-4fe6-b7d2-a1e9579e214f,"sindrome de ovario policistico tratamento",0,20,menopausa,Menopausa,"síndrome do ovário poliquístico",t,,autocomplete,"2026-06-29 11:39:11.037739+00","2026-06-29 11:39:11.037739+00"
0659e3ad-c91b-493d-a5e5-2cc19bbf24e7,"o que é long covid",0,95,emergentes,Emergentes,"long covid",t,,autocomplete,"2026-09-07 12:22:30.836358+00","2026-09-07 12:22:30.836358+00"
065b5723-8eaa-4821-b18e-b8b1c5614891,"causas de candidiase feminina",0,10,menopausa,Menopausa,candidíase,t,,autocomplete,"2026-09-07 12:19:23.383736+00","2026-09-07 12:19:23.383736+00"
0665e615-840d-4601-8bb6-86fb1a8f4298,"sintomas de estresse excessivo",0,70,saude-mental,"Saúde Mental",stress,t,,autocomplete,"2026-09-07 12:18:59.931967+00","2026-09-07 12:18:59.931967+00"
06926b98-76db-49f2-8efb-977afb76b677,"alzheimer tratamento pelo sus",0,10,saude-mental,"Saúde Mental",alzheimer,t,,autocomplete,"2026-05-18 10:43:03.17726+00","2026-05-18 10:43:03.17726+00"
06ac613c-170f-4145-91b2-8fcd2818c333,"cancro da mama cadelas sintomas",0,10,menopausa,Menopausa,"cancro da mama",t,,autocomplete,"2026-09-07 12:20:39.406502+00","2026-09-07 12:20:39.406502+00"
06bf44da-b8ea-4997-9346-049d275e3582,"como tratar panico e ansiedade",0,45,saude-mental,"Saúde Mental",pânico,t,,autocomplete,"2026-09-07 12:20:45.330042+00","2026-09-07 12:20:45.330042+00"
06e3c725-293e-4a05-bc90-3cf8ae098b9d,"tratamento para endometriose para engravidar",0,10,menopausa,Menopausa,endometriose,t,,autocomplete,"2026-09-07 12:19:29.176163+00","2026-09-07 12:19:29.176163+00"
06e75cb1-a5fb-440b-82bf-e7a65babc01a,"tratamento para insônia com homeopatia",0,10,saude-mental,"Saúde Mental",insónia,t,,autocomplete,"2026-05-04 09:08:28.694932+00","2026-05-04 09:08:28.694932+00"
0706f024-4c35-4499-9019-36f9dc83349d,"tratamento para enxaqueca remédios",0,10,saude-mental,"Saúde Mental",enxaqueca,t,,autocomplete,"2026-08-31 13:30:19.474624+00","2026-08-31 13:30:19.474624+00"
070750bb-bba0-4d43-a306-770264663834,"o que é doença celíaca no intestino",0,35,alimentacao,Alimentação,"doença celíaca",t,,autocomplete,"2026-09-07 12:20:10.153463+00","2026-09-07 12:20:10.153463+00"
0715a8e7-5317-4bcf-b195-28a62ae89f87,"o que é terapia hormonal trans",0,90,menopausa,Menopausa,"terapia hormonal",t,,autocomplete,"2026-09-07 12:18:30.697271+00","2026-09-07 12:18:30.697271+00"
071d0632-0bc9-4afc-a6ac-e52266522acf,"burnout sintomas e tratamento",0,10,saude-mental,"Saúde Mental",burnout,t,,autocomplete,"2026-09-07 12:22:13.222797+00","2026-09-07 12:22:13.222797+00"
074dfcf2-df6a-4734-a640-c96e36e785ba,"ansiedade tratamento psicologico",0,10,saude-mental,"Saúde Mental",ansiedade,t,,autocomplete,"2026-09-07 12:18:54.152943+00","2026-09-07 12:18:54.152943+00"
07630faa-ef6c-4a0a-a4e6-99153aa9db7e,"virus nipah 2026 tratamento",0,10,emergentes,Emergentes,"vírus nipah",t,,autocomplete,"2026-09-07 12:18:01.342507+00","2026-09-07 12:18:01.342507+00"
077b3bd6-03af-421c-8303-f0734eca4d87,"insônia tratamento medicamentoso",0,10,saude-mental,"Saúde Mental",insónia,t,,autocomplete,"2026-09-07 12:22:19.061857+00","2026-09-07 12:22:19.061857+00"
0787d609-e323-429f-a405-b480a8c65cab,"o que diz a lei sobre saude mental no trabalho",0,75,saude-mental,"Saúde Mental","saúde mental no trabalho",t,,autocomplete,"2026-09-07 12:19:58.331929+00","2026-09-07 12:19:58.331929+00"
0798573f-37d7-4fe8-be5c-ca5b94ce9ea9,"refluxo gastroesofágico sintomas na garganta como tratar",0,10,alimentacao,Alimentação,"refluxo gastroesofágico",t,,autocomplete,"2026-09-07 12:25:26.851744+00","2026-09-07 12:25:26.851744+00"
07a042b8-48e2-4544-be48-60cc3806737a,"tratamento para candidíase peniana",0,10,menopausa,Menopausa,candidíase,t,,autocomplete,"2026-09-07 12:19:23.383736+00","2026-09-07 12:19:23.383736+00"
07ad9027-3a29-4683-aa3a-12b1cd5c1d12,"avc tratamentos",0,10,emergentes,Emergentes,avc,t,,autocomplete,"2026-09-07 12:24:10.472244+00","2026-09-07 12:24:10.472244+00"
07b528ad-cfdc-4a1a-abaf-98036090f0d7,"estresse sintomas fisicos",0,10,saude-mental,"Saúde Mental",stress,t,,autocomplete,"2026-09-07 12:18:59.931967+00","2026-09-07 12:18:59.931967+00"
07df20df-d0de-4086-b7d2-3580d02804aa,"é normal ter candidíase recorrente",0,10,menopausa,Menopausa,candidíase,t,,autocomplete,"2026-09-07 12:19:23.383736+00","2026-09-07 12:19:23.383736+00"
07dfbeb6-fbc1-426c-b8c9-170eba7c019e,"incontinência urinária tratamento",0,10,menopausa,Menopausa,"incontinência urinária",t,,autocomplete,"2026-09-07 12:21:26.339969+00","2026-09-07 12:21:26.339969+00"
07f521d8-ab83-4ce8-b5d7-f72088cda670,"panico noturno tratamento",0,10,saude-mental,"Saúde Mental",pânico,t,,autocomplete,"2026-09-07 12:20:45.330042+00","2026-09-07 12:20:45.330042+00"
080c147f-00f0-4a2f-80ba-a57528604742,"sintomas de síndrome do intestino irritável como descobrir",0,55,alimentacao,Alimentação,"síndrome de intestino irritável",t,,autocomplete,"2026-08-17 07:25:21.594895+00","2026-08-17 07:25:21.594895+00"
081cb242-ee83-4c0d-a345-350c5b484142,"o que é tdah adulto como tratar",0,10,saude-mental,"Saúde Mental","TDAH adulto",t,,autocomplete,"2026-08-17 07:24:40.511848+00","2026-08-17 07:24:40.511848+00"
08308508-ab4d-423b-a888-0d4989eb7875,"o que é tdah adulto",0,15,saude-mental,"Saúde Mental","TDAH adulto",t,,autocomplete,"2026-09-07 12:23:05.881262+00","2026-09-07 12:23:05.881262+00"
0836ace7-8aed-4357-a740-4af77f2edaba,"depressao tratamento e cura",0,10,saude-mental,"Saúde Mental",depressão,t,,autocomplete,"2026-09-07 12:23:00.049455+00","2026-09-07 12:23:00.049455+00"
083b7550-2ca3-4661-aaca-160c8e037099,"o que é incontinência urinária ou fecal",0,10,menopausa,Menopausa,"incontinência urinária",t,,autocomplete,"2026-09-07 12:21:26.339969+00","2026-09-07 12:21:26.339969+00"
085680d3-2fc2-4072-918c-d59915aa39fb,"causas de diabetes tipo 2 en niños",0,10,alimentacao,Alimentação,"diabetes tipo 2",t,,autocomplete,"2026-09-07 12:18:48.293641+00","2026-09-07 12:18:48.293641+00"
0866212a-7bf0-4ff0-9704-ebfd76b2d98c,"o que é avc",0,10,emergentes,Emergentes,avc,t,,autocomplete,"2026-09-07 12:24:10.472244+00","2026-09-07 12:24:10.472244+00"
08666824-5352-4dd1-86bb-18647fa7c3c1,"o que é diabetes tipo 2 mellitus",0,10,alimentacao,Alimentação,"diabetes tipo 2",t,,autocomplete,"2026-09-07 12:18:48.293641+00","2026-09-07 12:18:48.293641+00"
0886dc7e-98a9-49a1-b0f2-36ae5f3d269e,"candidíase sintomas como pega",0,10,menopausa,Menopausa,candidíase,t,,autocomplete,"2026-08-31 13:29:15.177567+00","2026-08-31 13:29:15.177567+00"
0887363a-b470-4d08-ab22-14af9a57c384,"o que é pré-diabetes como tratar",0,10,alimentacao,Alimentação,pré-diabetes,t,,autocomplete,"2026-06-29 11:38:01.447456+00","2026-06-29 11:38:01.447456+00"
08a2b02c-8218-4377-9b71-9b860f5b3637,"sintomas de estresse emocional",0,65,saude-mental,"Saúde Mental",stress,t,,autocomplete,"2026-09-07 12:18:59.931967+00","2026-09-07 12:18:59.931967+00"
